ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,School_Density_Score,Public_Transport_Accessibility_Numeric,Parking_Space_Numeric,Infrastructure_Score,Growth_Multiplier,Future_Price_5Y,Investment_Score,Good_Investment
14557,Madhya Pradesh,Bhopal,Locality_323,Independent House,1,1362,396.58,0.29,2015,Unfurnished,9,25,10,3,9,Low,Yes,No,Clubhouse,North,Builder,Under_Construction,2,3,1.0,37.03703703703704,1.0,582.7061286973442,1,0
221916,Uttar Pradesh,Lucknow,Locality_268,Villa,3,4434,457.51,0.1,2007,Furnished,6,4,18,4,2,Medium,Yes,No,"Garden, Clubhouse, Playground, Gym, Pool",South,Builder,Under_Construction,2,6,1.0,31.48148148148148,1.0,672.2322884167683,1,0
135427,Maharashtra,Pune,Locality_334,Villa,2,1659,493.66,0.3,2023,Semi-furnished,25,9,2,3,8,Low,Yes,Yes,Clubhouse,South,Broker,Ready_to_Move,2,3,1.0,33.33333333333333,1.0,725.3484983930883,3,1
71516,Delhi,Dwarka,Locality_347,Villa,3,1247,286.83,0.23,1994,Unfurnished,17,27,31,10,8,Low,Yes,Yes,"Playground, Garden, Pool, Clubhouse",North,Broker,Ready_to_Move,5,3,1.0,59.25925925925925,1.0,421.44737226854414,3,1
29963,Haryana,Faridabad,Locality_46,Apartment,3,1228,346.6,0.28,1997,Unfurnished,25,17,28,1,5,Low,No,No,Pool,East,Broker,Under_Construction,1,3,1.0,14.814814814814817,0.98,505.5079084579691,1,0
362,Punjab,Amritsar,Locality_110,Independent House,1,3585,40.98,0.01,1995,Furnished,5,7,30,7,3,High,Yes,No,"Garden, Playground",North,Builder,Ready_to_Move,3,9,1.0,62.96296296296296,1.0,60.213064587264014,3,1
130117,Uttar Pradesh,Noida,Locality_207,Villa,1,855,367.67,0.43,2018,Unfurnished,25,2,7,6,9,High,No,No,"Clubhouse, Pool, Playground",South,Owner,Under_Construction,3,9,1.0,81.4814814814815,1.02,544.2414162359273,2,0
13834,Karnataka,Mangalore,Locality_78,Independent House,3,4438,341.01,0.08,2008,Semi-furnished,19,8,17,6,9,Medium,No,Yes,"Garden, Playground",West,Builder,Ready_to_Move,3,6,1.0,64.81481481481481,1.0,501.0555674695682,4,1
247333,Delhi,Dwarka,Locality_391,Villa,1,2466,473.78,0.19,2010,Unfurnished,20,15,15,8,2,High,Yes,Yes,"Gym, Playground, Pool",North,Builder,Ready_to_Move,4,9,1.0,62.96296296296296,1.0,696.1382562263042,2,0
159929,Uttar Pradesh,Noida,Locality_402,Villa,2,2641,149.09,0.06,2014,Unfurnished,7,8,11,2,4,High,No,Yes,"Garden, Clubhouse, Playground",West,Owner,Under_Construction,1,9,1.0,48.14814814814815,1.0,219.06212297011209,3,1
201941,Jharkhand,Jamshedpur,Locality_140,Apartment,2,3853,124.11,0.03,2017,Semi-furnished,6,15,8,9,8,High,Yes,No,"Playground, Garden, Gym, Clubhouse, Pool",West,Builder,Under_Construction,4,9,1.0,88.88888888888889,1.02,183.7131182012156,4,1
232880,Odisha,Cuttack,Locality_118,Apartment,1,1058,332.39,0.31,2013,Semi-furnished,11,4,12,9,3,High,No,No,Pool,South,Broker,Ready_to_Move,4,9,1.0,70.37037037037037,1.02,492.0183978640081,3,1
133817,Gujarat,Surat,Locality_320,Villa,3,4078,138.59,0.03,2002,Semi-furnished,24,23,23,10,4,Medium,Yes,No,"Pool, Garden, Clubhouse, Gym, Playground",East,Builder,Under_Construction,5,6,1.0,61.11111111111111,1.0,203.63417816371208,3,1
69317,Tamil Nadu,Chennai,Locality_397,Villa,2,736,202.99,0.28,1994,Unfurnished,21,21,31,8,10,Low,Yes,Yes,"Clubhouse, Garden",West,Builder,Under_Construction,4,3,1.0,59.25925925925925,1.0,298.2589063096321,2,0
183968,Rajasthan,Jodhpur,Locality_293,Independent House,1,1905,22.52,0.01,2020,Semi-furnished,9,26,5,7,5,Low,No,No,"Playground, Garden",North,Owner,Ready_to_Move,3,3,1.0,37.03703703703703,1.0,33.08926828953601,3,1
195853,Haryana,Faridabad,Locality_53,Apartment,1,1546,333.73,0.22,2013,Furnished,14,14,12,1,7,High,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",South,Builder,Under_Construction,1,9,1.0,55.55555555555555,1.0,490.3588590704642,2,0
196224,West Bengal,Durgapur,Locality_431,Villa,5,3024,296.75,0.1,2023,Semi-furnished,23,21,2,4,5,Low,No,Yes,Garden,East,Owner,Ready_to_Move,2,3,1.0,25.925925925925924,0.98,432.8028616125283,2,0
99735,Uttarakhand,Haridwar,Locality_494,Apartment,1,2298,371.24,0.16,1996,Furnished,5,14,29,10,3,Medium,No,No,Clubhouse,West,Builder,Under_Construction,5,6,1.0,57.407407407407405,1.0,545.4733552312322,1,0
4527,Rajasthan,Jaipur,Locality_281,Apartment,4,519,241.25,0.46,2018,Furnished,12,9,7,5,6,High,No,Yes,Pool,West,Owner,Under_Construction,2,9,1.0,66.66666666666666,1.0,354.47539852800014,2,0
245439,Telangana,Warangal,Locality_190,Apartment,2,944,286.13,0.3,2007,Furnished,19,12,18,9,3,Low,Yes,Yes,Clubhouse,South,Builder,Under_Construction,4,3,1.0,37.03703703703704,1.0,420.4188426147841,1,0
43497,Haryana,Faridabad,Locality_122,Independent House,1,2723,318.25,0.12,2004,Unfurnished,19,28,21,2,6,Low,Yes,No,"Playground, Garden, Gym",East,Owner,Ready_to_Move,1,3,1.0,22.222222222222225,0.98,464.16010348167526,1,0
31979,Maharashtra,Mumbai,Locality_316,Villa,4,556,355.84,0.64,2019,Furnished,23,3,6,10,7,Medium,Yes,No,"Gym, Playground, Garden, Pool, Clubhouse",East,Broker,Under_Construction,5,6,1.0,72.22222222222221,1.02,526.7301263453433,2,0
248688,Jharkhand,Ranchi,Locality_270,Villa,1,3054,309.65,0.1,2002,Furnished,15,4,23,2,6,Medium,No,Yes,"Clubhouse, Garden, Gym, Pool, Playground",West,Builder,Ready_to_Move,1,6,1.0,38.88888888888889,1.0,454.97743898112014,1,0
12328,Jharkhand,Jamshedpur,Locality_193,Apartment,1,3841,230.88,0.06,2013,Furnished,25,30,12,6,2,High,Yes,No,Clubhouse,West,Broker,Ready_to_Move,3,9,1.0,55.55555555555556,1.0,339.23846637158414,4,1
2085,Punjab,Ludhiana,Locality_294,Independent House,4,1027,163.29,0.16,2013,Unfurnished,2,16,12,2,2,High,Yes,Yes,"Pool, Gym",West,Builder,Ready_to_Move,1,9,1.0,40.74074074074075,1.0,239.92658166067207,2,0
60683,Tamil Nadu,Chennai,Locality_164,Villa,3,2208,342.29,0.16,2016,Unfurnished,28,28,9,6,7,High,No,Yes,"Playground, Gym, Garden, Pool",North,Owner,Ready_to_Move,3,9,1.0,74.07407407407408,1.02,506.67281628469976,4,1
190728,Maharashtra,Pune,Locality_17,Independent House,3,1456,464.49,0.32,2023,Semi-furnished,0,7,2,10,6,Low,Yes,No,"Garden, Clubhouse, Gym, Playground, Pool",North,Owner,Under_Construction,5,3,1.0,51.85185185185185,1.0,682.4881983928323,3,1
1486,Haryana,Faridabad,Locality_302,Independent House,1,2281,409.1,0.18,2005,Furnished,2,13,20,5,2,Low,Yes,Yes,"Gym, Clubhouse, Playground, Garden",West,Owner,Ready_to_Move,2,3,1.0,18.51851851851852,0.98,596.6626813333963,1,0
58128,Bihar,Gaya,Locality_193,Independent House,2,2342,418.99,0.18,2019,Semi-furnished,28,28,6,10,4,Medium,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",West,Owner,Ready_to_Move,5,6,1.0,61.11111111111111,1.0,615.6337708984322,4,1
219086,Maharashtra,Pune,Locality_61,Independent House,2,4742,135.14,0.03,1995,Unfurnished,21,23,30,8,2,Medium,No,Yes,"Gym, Garden, Playground, Clubhouse, Pool",South,Broker,Under_Construction,4,6,1.0,46.2962962962963,1.0,198.56499629875205,2,0
221609,Punjab,Amritsar,Locality_278,Apartment,2,1104,178.99,0.16,2020,Unfurnished,20,16,5,1,8,High,Yes,No,Playground,West,Builder,Under_Construction,1,9,1.0,59.25925925925925,1.0,262.9950324664321,3,1
25176,Chhattisgarh,Raipur,Locality_361,Independent House,5,4594,404.4,0.09,1990,Furnished,26,30,35,1,7,Medium,No,Yes,Clubhouse,West,Broker,Under_Construction,1,6,1.0,38.888888888888886,1.0,594.1962742579202,1,0
216166,Odisha,Bhubaneswar,Locality_144,Apartment,1,720,33.76,0.05,2018,Semi-furnished,30,27,7,8,4,Medium,No,Yes,"Garden, Clubhouse, Gym",North,Owner,Ready_to_Move,4,6,1.0,53.703703703703695,1.0,49.60451587276802,4,1
51082,Tamil Nadu,Chennai,Locality_421,Apartment,3,3655,137.2,0.04,1993,Unfurnished,3,3,32,3,10,Medium,Yes,No,"Garden, Gym",North,Broker,Ready_to_Move,2,6,1.0,57.407407407407405,1.0,201.59181213696007,4,1
24700,Andhra Pradesh,Vishakhapatnam,Locality_216,Independent House,1,3366,309.09,0.09,2001,Unfurnished,26,7,24,6,10,High,No,No,"Gym, Garden, Clubhouse, Pool",West,Builder,Under_Construction,3,9,1.0,85.18518518518518,1.02,457.52870602541066,2,0
17477,Gujarat,Ahmedabad,Locality_346,Apartment,1,3036,128.74,0.04,1999,Semi-furnished,21,29,26,10,1,High,Yes,Yes,"Gym, Playground",South,Broker,Ready_to_Move,5,9,1.0,66.66666666666666,1.0,189.1612966072321,3,1
24737,Uttar Pradesh,Lucknow,Locality_361,Villa,4,2848,288.94,0.1,2013,Furnished,21,11,12,3,4,Medium,Yes,No,Playground,North,Owner,Ready_to_Move,2,6,1.0,35.18518518518518,1.0,424.54765451059217,2,0
238825,Karnataka,Mysore,Locality_202,Independent House,5,3400,210.33,0.06,1992,Semi-furnished,3,30,33,10,1,Low,Yes,Yes,Clubhouse,South,Broker,Ready_to_Move,5,3,1.0,33.33333333333333,1.0,309.0437743933441,2,0
208646,Maharashtra,Mumbai,Locality_459,Villa,1,4294,426.26,0.1,2006,Semi-furnished,21,29,19,9,2,High,Yes,Yes,"Garden, Pool, Playground, Gym",North,Broker,Under_Construction,4,9,1.0,66.66666666666666,1.0,626.3157860167682,1,0
110098,Assam,Guwahati,Locality_19,Villa,4,4634,39.08,0.01,1999,Unfurnished,25,25,26,4,8,Medium,Yes,Yes,Pool,North,Owner,Ready_to_Move,2,6,1.0,53.703703703703695,1.0,57.42134124134402,3,1
198308,Telangana,Hyderabad,Locality_63,Independent House,3,539,58.08,0.11,2005,Furnished,4,29,20,2,3,Low,Yes,Yes,"Pool, Garden, Clubhouse",West,Owner,Ready_to_Move,1,3,1.0,11.11111111111111,0.98,84.70830733767698,2,0
235390,Madhya Pradesh,Bhopal,Locality_415,Independent House,5,3536,474.62,0.13,2004,Furnished,30,10,21,2,8,High,No,No,"Pool, Clubhouse, Playground",North,Broker,Ready_to_Move,1,9,1.0,62.96296296296296,1.0,697.3724918108163,2,0
62002,Jharkhand,Jamshedpur,Locality_345,Villa,2,3334,191.83,0.06,1999,Furnished,16,8,26,10,7,Low,No,No,"Clubhouse, Garden, Playground",West,Broker,Under_Construction,5,3,1.0,55.55555555555555,1.0,281.8612049725441,3,1
51477,Bihar,Gaya,Locality_321,Independent House,1,4809,474.86,0.1,2008,Semi-furnished,11,10,17,4,7,Low,Yes,Yes,"Clubhouse, Playground, Pool, Garden, Gym",East,Owner,Ready_to_Move,2,3,1.0,33.33333333333333,1.0,697.7251305492483,1,0
36992,Uttar Pradesh,Noida,Locality_420,Apartment,2,2291,243.31,0.11,2003,Semi-furnished,14,17,22,2,1,Medium,Yes,No,"Pool, Garden, Playground",West,Broker,Ready_to_Move,1,6,1.0,20.37037037037037,0.98,354.8618846131231,2,0
46327,Delhi,Dwarka,Locality_346,Apartment,5,1560,243.3,0.16,1992,Furnished,11,24,33,7,10,Low,No,Yes,"Playground, Gym, Pool, Clubhouse",North,Builder,Under_Construction,3,3,1.0,55.55555555555555,1.0,357.48752108544016,1,0
243441,Telangana,Warangal,Locality_148,Independent House,5,4889,263.41,0.05,2019,Furnished,18,7,6,6,10,Low,No,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Builder,Under_Construction,3,3,1.0,51.85185185185185,1.0,387.0357087098882,3,1
163644,Assam,Silchar,Locality_378,Independent House,2,1042,28.5,0.03,1995,Semi-furnished,12,16,30,2,3,High,No,No,"Gym, Garden, Playground, Pool",South,Builder,Under_Construction,1,9,1.0,44.44444444444444,1.0,41.875850188800015,2,0
202944,Madhya Pradesh,Indore,Locality_32,Apartment,5,4223,149.75,0.04,2016,Semi-furnished,27,25,9,4,3,Low,No,No,"Clubhouse, Playground",South,Owner,Ready_to_Move,2,3,1.0,18.51851851851852,0.98,218.4068358095236,3,1
105569,Delhi,New Delhi,Locality_134,Apartment,3,3136,427.96,0.14,1997,Unfurnished,13,1,28,10,1,Low,Yes,Yes,Gym,North,Builder,Ready_to_Move,5,3,1.0,33.33333333333333,1.0,628.8136437473282,2,0
59670,Haryana,Faridabad,Locality_106,Apartment,2,2183,379.89,0.17,2013,Furnished,5,7,12,4,2,Medium,No,No,"Pool, Clubhouse, Garden, Playground",West,Owner,Under_Construction,2,6,1.0,31.48148148148148,1.0,558.1830430955522,2,0
134904,Madhya Pradesh,Indore,Locality_403,Independent House,3,553,330.55,0.6,1992,Semi-furnished,23,8,33,4,6,Low,Yes,No,"Garden, Pool, Playground",South,Builder,Under_Construction,2,3,1.0,29.629629629629623,0.98,482.0993627835594,1,0
139607,Uttarakhand,Dehradun,Locality_337,Villa,2,2961,119.46,0.04,1996,Furnished,22,9,29,3,9,High,No,Yes,"Garden, Playground, Pool",East,Owner,Under_Construction,2,9,1.0,70.37037037037037,1.02,176.82998227634528,3,1
2533,Madhya Pradesh,Indore,Locality_461,Apartment,2,650,313.12,0.48,2023,Unfurnished,24,22,2,3,10,High,Yes,Yes,"Playground, Gym, Clubhouse, Garden, Pool",East,Owner,Under_Construction,2,9,1.0,74.07407407407408,1.02,463.4940904936316,3,1
123964,Jharkhand,Jamshedpur,Locality_182,Independent House,4,2404,492.97,0.21,1993,Semi-furnished,2,28,32,4,6,High,Yes,No,Garden,South,Owner,Under_Construction,2,9,1.0,62.96296296296296,1.0,724.3346620200963,1,0
102269,Uttar Pradesh,Noida,Locality_257,Apartment,5,1532,107.83,0.07,1996,Furnished,12,23,29,8,10,Medium,No,No,"Pool, Clubhouse, Gym",East,Owner,Ready_to_Move,4,6,1.0,75.92592592592592,1.02,159.61474124274494,3,1
98089,Telangana,Warangal,Locality_293,Villa,4,2229,196.63,0.09,1999,Furnished,24,5,26,5,8,Medium,No,No,"Pool, Playground, Clubhouse, Garden, Gym",North,Owner,Ready_to_Move,2,6,1.0,57.407407407407405,1.0,288.9139797411841,3,1
48422,Bihar,Patna,Locality_327,Independent House,4,4194,28.46,0.01,2002,Unfurnished,23,21,23,10,2,High,Yes,No,Gym,South,Broker,Ready_to_Move,5,9,1.0,70.37037037037037,1.02,42.12775234877605,3,1
230899,Rajasthan,Jaipur,Locality_392,Independent House,2,2145,342.51,0.16,1995,Furnished,30,26,30,9,4,High,Yes,Yes,"Playground, Clubhouse",East,Broker,Under_Construction,4,9,1.0,74.07407407407408,1.02,506.99847002738176,2,0
131864,Maharashtra,Nagpur,Locality_422,Villa,3,2400,499.59,0.21,2011,Unfurnished,15,9,14,10,10,Low,No,Yes,"Clubhouse, Playground, Gym, Garden, Pool",West,Broker,Ready_to_Move,5,3,1.0,66.66666666666666,1.0,734.0616138885123,4,1
99396,Jharkhand,Ranchi,Locality_391,Apartment,4,2782,403.16,0.14,2009,Furnished,12,20,16,3,9,Low,Yes,Yes,"Playground, Garden, Gym",East,Owner,Ready_to_Move,2,3,1.0,37.03703703703704,1.0,592.3743074426883,1,0
168866,Bihar,Patna,Locality_61,Independent House,2,3786,99.01,0.03,1990,Unfurnished,14,16,35,5,8,Medium,Yes,No,"Playground, Pool, Clubhouse, Gym",North,Broker,Under_Construction,2,6,1.0,57.407407407407405,1.0,145.47817288396806,3,1
222915,Karnataka,Bangalore,Locality_454,Independent House,2,2134,482.06,0.23,2014,Unfurnished,3,25,11,2,1,High,Yes,Yes,Clubhouse,East,Owner,Ready_to_Move,1,9,1.0,37.03703703703704,1.0,708.3042927022083,3,1
27131,Assam,Guwahati,Locality_128,Villa,4,2382,343.45,0.14,1999,Furnished,14,28,26,3,6,High,Yes,Yes,"Playground, Garden, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move,2,9,1.0,59.25925925925925,1.0,504.6407279769602,2,0
217449,Gujarat,Surat,Locality_80,Apartment,5,4555,236.65,0.05,1990,Unfurnished,0,28,35,6,6,Medium,Yes,Yes,"Gym, Playground, Clubhouse",West,Broker,Under_Construction,3,6,1.0,53.70370370370371,1.0,347.71648937472014,2,0
231412,Tamil Nadu,Coimbatore,Locality_498,Independent House,1,1442,223.74,0.16,1992,Furnished,10,3,33,2,3,Medium,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",West,Broker,Ready_to_Move,1,6,1.0,27.77777777777777,0.98,326.3195021303693,1,0
232786,Delhi,Dwarka,Locality_93,Independent House,5,3014,487.06,0.16,2015,Furnished,19,11,10,1,5,Medium,No,Yes,"Garden, Playground, Gym, Pool, Clubhouse",North,Owner,Ready_to_Move,1,6,1.0,31.48148148148148,1.0,715.6509330862083,2,0
42329,Tamil Nadu,Coimbatore,Locality_96,Independent House,3,3361,395.23,0.12,1995,Unfurnished,24,8,30,8,5,High,No,Yes,"Clubhouse, Gym, Playground, Garden, Pool",South,Builder,Under_Construction,4,9,1.0,74.07407407407408,1.02,585.0369487282768,2,0
172191,Odisha,Cuttack,Locality_436,Apartment,4,4123,78.13,0.02,1996,Furnished,1,24,29,3,7,Low,No,Yes,"Gym, Playground, Pool, Garden",South,Owner,Under_Construction,2,3,1.0,29.629629629629623,0.98,113.95075847611402,1,0
168328,West Bengal,Durgapur,Locality_129,Independent House,3,3439,404.82,0.12,1994,Semi-furnished,10,2,31,6,3,Low,Yes,Yes,Pool,East,Builder,Under_Construction,3,3,1.0,25.925925925925924,0.98,590.420402486887,1,0
3336,Assam,Silchar,Locality_332,Villa,5,524,12.97,0.02,1994,Furnished,22,5,31,2,9,Low,No,No,"Pool, Gym",East,Broker,Ready_to_Move,1,3,1.0,33.33333333333333,1.0,19.057185156096008,2,0
12735,Telangana,Warangal,Locality_165,Villa,2,4903,191.83,0.04,2006,Furnished,22,22,19,5,10,Medium,Yes,No,"Pool, Gym, Playground",East,Builder,Ready_to_Move,2,6,1.0,64.81481481481481,1.0,281.8612049725441,4,1
85386,Chhattisgarh,Raipur,Locality_308,Apartment,3,2725,393.07,0.14,2003,Unfurnished,23,15,22,1,3,Medium,Yes,No,"Clubhouse, Playground",East,Broker,Under_Construction,1,6,1.0,24.07407407407408,0.98,573.2833051863067,1,0
131575,Uttarakhand,Dehradun,Locality_298,Independent House,4,2015,189.96,0.09,2003,Unfurnished,4,14,22,8,1,High,No,Yes,Garden,North,Builder,Ready_to_Move,4,9,1.0,59.25925925925925,1.0,279.11356146892814,3,1
27590,Telangana,Warangal,Locality_329,Villa,4,4968,258.04,0.05,2004,Unfurnished,27,2,21,3,10,Low,Yes,No,"Gym, Pool, Playground, Garden, Clubhouse",South,Broker,Under_Construction,2,3,1.0,40.74074074074075,1.0,379.1454169374722,1,0
190652,Uttar Pradesh,Noida,Locality_219,Villa,4,4244,318.65,0.08,2001,Semi-furnished,16,25,24,5,2,Medium,Yes,Yes,"Playground, Clubhouse",West,Builder,Under_Construction,2,6,1.0,35.18518518518518,1.0,468.20139167232014,1,0
136677,Tamil Nadu,Chennai,Locality_452,Apartment,3,1850,90.49,0.05,2000,Furnished,9,20,25,9,3,High,Yes,No,"Garden, Playground, Clubhouse, Gym",North,Broker,Under_Construction,4,9,1.0,70.37037037037037,1.02,133.94730534226088,3,1
172738,Haryana,Faridabad,Locality_381,Independent House,5,1296,43.17,0.03,2003,Furnished,14,15,22,1,9,High,Yes,Yes,Pool,South,Broker,Under_Construction,1,9,1.0,62.96296296296296,1.0,63.43089307545603,2,0
238130,Karnataka,Mysore,Locality_362,Villa,2,3307,402.86,0.12,2005,Unfurnished,13,4,20,3,9,Medium,No,No,"Gym, Pool",North,Owner,Ready_to_Move,2,6,1.0,53.70370370370371,1.0,591.9335090196482,3,1
86107,Uttarakhand,Dehradun,Locality_169,Apartment,2,3296,457.86,0.14,2015,Unfurnished,20,23,10,7,1,Low,Yes,No,"Playground, Pool, Garden, Gym",East,Owner,Under_Construction,3,3,1.0,22.22222222222221,0.98,667.7779889398896,2,0
208611,Uttarakhand,Haridwar,Locality_356,Independent House,5,970,249.16,0.26,2021,Furnished,25,11,4,9,6,High,No,Yes,Garden,West,Broker,Under_Construction,4,9,1.0,81.4814814814815,1.02,368.8176660302544,2,0
195765,Chhattisgarh,Bilaspur,Locality_28,Independent House,4,4120,215.45,0.05,2002,Furnished,25,27,23,5,4,High,No,No,"Garden, Gym, Pool",South,Broker,Ready_to_Move,2,9,1.0,59.25925925925925,1.0,316.5667341465601,3,1
61462,Haryana,Gurgaon,Locality_313,Independent House,5,1787,274.91,0.15,2001,Unfurnished,28,25,24,4,9,High,Yes,Yes,"Clubhouse, Pool, Playground",West,Owner,Ready_to_Move,2,9,1.0,74.07407407407408,1.02,406.9339563669018,2,0
180946,Kerala,Trivandrum,Locality_192,Apartment,5,1032,242.99,0.24,2019,Semi-furnished,25,1,6,2,4,High,Yes,No,"Clubhouse, Playground, Garden, Pool, Gym",East,Broker,Ready_to_Move,1,9,1.0,48.14814814814815,1.0,357.0320293816321,2,0
67374,Tamil Nadu,Coimbatore,Locality_409,Villa,1,1064,389.22,0.37,1993,Semi-furnished,28,13,32,1,9,Low,No,Yes,"Clubhouse, Playground, Gym",North,Builder,Ready_to_Move,1,3,1.0,29.629629629629623,0.98,567.6681711771804,1,0
47073,Uttar Pradesh,Noida,Locality_315,Apartment,2,2984,87.78,0.03,2015,Unfurnished,15,3,10,8,4,Medium,Yes,No,"Gym, Clubhouse, Pool",North,Builder,Under_Construction,4,6,1.0,53.703703703703695,1.0,128.97761858150406,4,1
100392,Telangana,Warangal,Locality_56,Villa,1,3290,383.51,0.12,2001,Unfurnished,1,7,24,8,2,High,No,No,"Garden, Clubhouse",South,Builder,Ready_to_Move,4,9,1.0,62.96296296296296,1.0,563.5020107335682,2,0
54418,Andhra Pradesh,Vishakhapatnam,Locality_448,Apartment,4,1583,479.61,0.3,2017,Unfurnished,27,26,8,6,10,High,Yes,Yes,"Clubhouse, Garden, Pool",West,Broker,Ready_to_Move,3,9,1.0,85.18518518518518,1.02,709.9399614896867,3,1
28118,Odisha,Bhubaneswar,Locality_375,Independent House,5,4771,297.37,0.06,2006,Furnished,27,4,19,2,6,Low,Yes,No,"Pool, Clubhouse, Garden",South,Broker,Ready_to_Move,1,3,1.0,22.222222222222225,0.98,433.7071169594526,2,0
109822,Rajasthan,Jaipur,Locality_387,Independent House,5,2565,88.21,0.03,2017,Furnished,4,16,8,5,5,Medium,No,Yes,"Clubhouse, Pool, Garden, Playground, Gym",West,Builder,Ready_to_Move,2,6,1.0,46.2962962962963,1.0,129.60942965452804,3,1
151950,Assam,Silchar,Locality_330,Apartment,4,1000,297.43,0.3,1995,Semi-furnished,5,22,30,5,7,Medium,No,Yes,"Pool, Garden, Playground, Gym, Clubhouse",South,Owner,Ready_to_Move,2,6,1.0,53.703703703703695,1.0,437.0222498826242,2,0
92894,Kerala,Kochi,Locality_242,Independent House,1,3515,462.29,0.13,2015,Unfurnished,18,29,10,6,3,High,No,No,"Gym, Playground, Garden",East,Owner,Ready_to_Move,3,9,1.0,59.25925925925925,1.0,679.2556766238723,3,1
226991,Uttar Pradesh,Noida,Locality_493,Apartment,5,4484,343.76,0.08,2000,Unfurnished,23,30,25,3,5,Medium,Yes,No,"Gym, Playground, Garden",South,Broker,Ready_to_Move,2,6,1.0,38.88888888888889,1.0,505.0962196807682,2,0
208326,Odisha,Bhubaneswar,Locality_21,Villa,1,2183,385.84,0.18,2023,Furnished,15,14,2,8,10,Low,No,No,"Pool, Gym, Clubhouse, Playground, Garden",South,Owner,Ready_to_Move,4,3,1.0,59.25925925925925,1.0,566.9255451525122,3,1
157414,Haryana,Faridabad,Locality_437,Villa,2,4476,24.97,0.01,2023,Unfurnished,7,2,2,8,4,Low,No,No,"Pool, Clubhouse, Garden",East,Builder,Ready_to_Move,4,3,1.0,37.03703703703703,1.0,36.68912207769601,4,1
101308,Delhi,Dwarka,Locality_6,Independent House,5,3566,342.05,0.1,2013,Unfurnished,23,23,12,1,9,Medium,Yes,Yes,Clubhouse,North,Builder,Ready_to_Move,1,6,1.0,46.2962962962963,1.0,502.5836686694402,2,0
159339,Telangana,Warangal,Locality_311,Independent House,2,3279,481.66,0.15,2015,Unfurnished,11,25,10,5,2,Medium,Yes,Yes,"Gym, Playground, Clubhouse, Garden, Pool",West,Builder,Ready_to_Move,2,6,1.0,35.18518518518518,1.0,707.7165614714883,3,1
57651,Punjab,Amritsar,Locality_361,Villa,4,1555,156.99,0.1,1996,Semi-furnished,0,7,29,6,3,High,No,No,"Playground, Gym, Garden",South,Builder,Ready_to_Move,3,9,1.0,59.25925925925925,1.0,230.6698147768321,2,0
178047,Assam,Silchar,Locality_57,Apartment,5,1829,60.01,0.03,2016,Unfurnished,10,22,9,1,8,Low,Yes,Yes,"Pool, Playground",East,Broker,Ready_to_Move,1,3,1.0,25.925925925925924,0.98,87.52316672407018,3,1
218344,Karnataka,Mangalore,Locality_484,Independent House,3,2974,285.14,0.1,2013,Unfurnished,25,9,12,5,6,High,Yes,No,"Garden, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move,2,9,1.0,66.66666666666666,1.0,418.9642078187521,5,1
146491,Tamil Nadu,Chennai,Locality_348,Independent House,1,520,318.34,0.61,2002,Unfurnished,26,28,23,10,1,Low,No,No,"Garden, Playground, Gym",South,Broker,Under_Construction,5,3,1.0,33.33333333333333,1.0,467.74589996851216,0,0
57916,Bihar,Gaya,Locality_173,Apartment,2,1239,43.04,0.03,2001,Semi-furnished,28,29,24,9,3,High,No,Yes,Clubhouse,East,Owner,Ready_to_Move,4,9,1.0,70.37037037037037,1.02,63.70971402288549,4,1
9802,Uttarakhand,Dehradun,Locality_161,Independent House,4,1827,382.25,0.21,1990,Semi-furnished,3,3,35,9,3,Low,No,No,"Garden, Gym, Clubhouse, Playground, Pool",South,Owner,Ready_to_Move,4,3,1.0,37.03703703703704,1.0,561.6506573568003,1,0
58681,Uttar Pradesh,Noida,Locality_422,Independent House,1,4298,177.83,0.04,2013,Semi-furnished,0,5,12,7,9,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Garden",West,Owner,Ready_to_Move,3,6,1.0,68.5185185185185,1.0,261.2906118973441,4,1
246398,Chhattisgarh,Raipur,Locality_254,Villa,5,1604,296.25,0.18,2011,Furnished,29,29,14,7,10,High,No,Yes,Gym,East,Owner,Ready_to_Move,3,9,1.0,88.88888888888889,1.02,438.5223694070592,3,1
50007,Bihar,Gaya,Locality_237,Independent House,4,3509,293.56,0.08,2000,Furnished,13,9,25,9,9,Low,Yes,Yes,"Garden, Gym, Pool, Playground",North,Broker,Under_Construction,4,3,1.0,59.25925925925925,1.0,431.33595022540817,2,0
177622,Jharkhand,Jamshedpur,Locality_317,Apartment,4,1574,153.33,0.1,2014,Furnished,27,21,11,4,1,Low,No,No,"Gym, Pool",West,Owner,Ready_to_Move,2,3,1.0,11.11111111111111,0.98,223.62818119982805,2,0
